chlor_rfu,wind_speed,do_raw,do_wtemp,par,datetime,do_sim
0.3,4.25,9.89,17.59,0.0,2022-06-03 00:00:00,9.89
0.27,3.58,9.9,17.59,0.0,2022-06-03 00:01:00,9.88911062427954
0.27,3.92,9.9,17.59,0.0,2022-06-03 00:02:00,9.888204429576364
0.26,3.92,9.92,17.66,0.0,2022-06-03 00:03:00,9.88728095109424
0.26,3.92,9.92,17.66,0.0,2022-06-03 00:04:00,9.886358659066408
0.25,4.58,9.91,17.62,0.0,2022-06-03 00:05:00,9.88541286300327
0.25,3.58,9.91,17.62,0.0,2022-06-03 00:06:00,9.884521587574568
0.31,4.58,9.91,17.64,0.0,2022-06-03 00:07:00,9.883572550944656
0.31,3.75,9.91,17.64,0.0,2022-06-03 00:08:00,9.882669416035629
0.25,4.08,9.91,17.64,0.0,2022-06-03 00:09:00,9.881749762153097
0.25,4.25,9.91,17.64,0.0,2022-06-03 00:10:00,9.880822266434633
0.34,4.08,9.91,17.63,0.0,2022-06-03 00:11:00,9.879907755202465
0.34,4.08,9.91,17.63,0.0,2022-06-03 00:12:00,9.878994450286939
0.24,4.42,9.9,17.63,0.0,2022-06-03 00:13:00,9.878064600190584
0.24,3.75,9.9,17.63,0.0,2022-06-03 00:14:00,9.87717088669529
0.26,3.58,9.91,17.65,0.0,2022-06-03 00:15:00,9.876282137064136
0.26,3.42,9.91,17.65,0.0,2022-06-03 00:16:00,9.875402864156603
0.25,2.92,9.9,17.63,0.0,2022-06-03 00:17:00,9.874555140809244
0.25,3.58,9.9,17.63,0.0,2022-06-03 00:18:00,9.873674509484955
0.25,3.58,9.91,17.64,0.0,2022-06-03 00:19:00,9.872792465639513
0.25,3.58,9.91,17.64,0.0,2022-06-03 00:20:00,9.871911488246992
0.24,3.42,9.9,17.63,0.0,2022-06-03 00:21:00,9.871042155310926
0.24,3.08,9.9,17.63,0.0,2022-06-03 00:22:00,9.870190995828818
0.25,2.58,9.9,17.62,0.0,2022-06-03 00:23:00,9.86936792655729
0.25,2.92,9.9,17.62,0.0,2022-06-03 00:24:00,9.868528796261572
0.24,2.92,9.91,17.64,0.0,2022-06-03 00:25:00,9.867686203797529
0.24,3.08,9.91,17.64,0.0,2022-06-03 00:26:00,9.866836481384004
0.28,2.75,9.9,17.65,0.0,2022-06-03 00:27:00,9.866002084041904
0.28,1.58,9.9,17.65,0.0,2022-06-03 00:28:00,9.86522732651034
0.25,2.25,9.91,17.63,0.0,2022-06-03 00:29:00,9.864423363654904
0.25,2.08,9.91,17.63,0.0,2022-06-03 00:30:00,9.863628465063327
0.3,2.08,9.9,17.63,0.0,2022-06-03 00:31:00,9.862834264227489
0.3,2.25,9.9,17.63,0.0,2022-06-03 00:32:00,9.86203249174652
0.24,1.75,9.9,17.66,0.0,2022-06-03 00:33:00,9.861250742462714
0.24,1.92,9.9,17.66,0.0,2022-06-03 00:34:00,9.860461183294289
0.28,1.25,9.9,17.66,0.0,2022-06-03 00:35:00,9.859705435208783
0.28,2.08,9.9,17.66,0.0,2022-06-03 00:36:00,9.858909290331813
0.27,1.92,9.9,17.66,0.0,2022-06-03 00:37:00,9.858121705326404
0.27,1.75,9.9,17.66,0.0,2022-06-03 00:38:00,9.857343106562757
0.23,2.25,9.9,17.65,0.0,2022-06-03 00:39:00,9.856542616269646
0.23,2.42,9.9,17.65,0.0,2022-06-03 00:40:00,9.855734672840343
0.26,2.58,9.9,17.66,0.0,2022-06-03 00:41:00,9.854917802632247
0.26,3.58,9.9,17.66,0.0,2022-06-03 00:42:00,9.854053493556776
0.26,2.58,9.9,17.65,0.0,2022-06-03 00:43:00,9.853240306266224
0.26,3.25,9.9,17.65,0.0,2022-06-03 00:44:00,9.85239614808306
0.24,3.58,9.9,17.66,0.0,2022-06-03 00:45:00,9.851534889426402
0.24,3.08,9.9,17.66,0.0,2022-06-03 00:46:00,9.850698422450531
0.32,3.25,9.89,17.66,0.0,2022-06-03 00:47:00,9.849854831446777
0.32,3.08,9.89,17.66,0.0,2022-06-03 00:48:00,9.84902021132809
0.28,3.42,9.89,17.68,0.0,2022-06-03 00:49:00,9.84816575079104
0.28,3.25,9.89,17.68,0.0,2022-06-03 00:50:00,9.84732039599365
0.25,3.08,9.89,17.66,0.0,2022-06-03 00:51:00,9.846488561933768
0.25,2.58,9.89,17.66,0.0,2022-06-03 00:52:00,9.845680834966345
0.29,3.42,9.89,17.68,0.0,2022-06-03 00:53:00,9.844830298063812
0.29,3.92,9.89,17.68,0.0,2022-06-03 00:54:00,9.8439573001842
0.28,4.25,9.89,17.68,0.0,2022-06-03 00:55:00,9.84307000431049
0.28,4.42,9.89,17.68,0.0,2022-06-03 00:56:00,9.842176003280578
0.26,4.08,9.89,17.68,0.0,2022-06-03 00:57:00,9.841299003817886
0.26,3.75,9.89,17.68,0.0,2022-06-03 00:58:00,9.840438389032572
0.26,3.92,9.89,17.66,0.0,2022-06-03 00:59:00,9.839576278763062
0.26,3.42,9.89,17.66,0.0,2022-06-03 01:00:00,9.83873770560783
0.22,3.58,9.89,17.66,0.0,2022-06-03 01:01:00,9.837892969424447
0.22,3.08,9.89,17.66,0.0,2022-06-03 01:02:00,9.837071498763153
0.26,3.58,9.89,17.68,0.0,2022-06-03 01:03:00,9.83622384444688
0.26,3.75,9.89,17.68,0.0,2022-06-03 01:04:00,9.835369562783358
0.35,3.92,9.88,17.68,0.0,2022-06-03 01:05:00,9.834508725963607
0.35,3.75,9.88,17.68,0.0,2022-06-03 01:06:00,9.833656584539128
0.24,3.58,9.88,17.66,0.0,2022-06-03 01:07:00,9.832817994934112
0.24,3.75,9.88,17.66,0.0,2022-06-03 01:08:00,9.831973047427171
0.28,3.92,9.88,17.66,0.0,2022-06-03 01:09:00,9.831121813145655
0.28,3.58,9.88,17.66,0.0,2022-06-03 01:10:00,9.830286289826761
0.27,3.92,9.88,17.67,0.0,2022-06-03 01:11:00,9.829434605084469
0.27,3.58,9.88,17.67,0.0,2022-06-03 01:12:00,9.828598658436771
0.25,3.42,9.88,17.68,0.0,2022-06-03 01:13:00,9.827768192412814
0.25,3.08,9.88,17.68,0.0,2022-06-03 01:14:00,9.826953373543418
0.29,3.25,9.87,17.68,0.0,2022-06-03 01:15:00,9.826132145756013
0.29,3.42,9.87,17.68,0.0,2022-06-03 01:16:00,9.825304577786437
0.23,3.42,9.87,17.68,0.0,2022-06-03 01:17:00,9.824477982176337
0.23,2.92,9.87,17.68,0.0,2022-06-03 01:18:00,9.823673569906534
0.27,2.92,9.87,17.66,0.0,2022-06-03 01:19:00,9.822874345964202
0.27,2.75,9.87,17.66,0.0,2022-06-03 01:20:00,9.822082971421683
0.26,2.75,9.88,17.69,0.0,2022-06-03 01:21:00,9.821286141189498
0.26,2.25,9.88,17.69,0.0,2022-06-03 01:22:00,9.820511213751331
0.27,2.25,9.87,17.67,0.0,2022-06-03 01:23:00,9.819740725380274
0.27,2.08,9.87,17.67,0.0,2022-06-03 01:24:00,9.818977900772772
0.26,1.92,9.86,17.68,0.0,2022-06-03 01:25:00,9.81822055244156
0.26,1.75,9.86,17.68,0.0,2022-06-03 01:26:00,9.817470820091675
0.29,1.92,9.87,17.66,0.0,2022-06-03 01:27:00,9.816718173359979
0.29,1.58,9.87,17.66,0.0,2022-06-03 01:28:00,9.815979697152766
0.24,1.42,9.87,17.68,0.0,2022-06-03 01:29:00,9.815245151377466
0.24,1.08,9.87,17.68,0.0,2022-06-03 01:30:00,9.81452487481458
0.24,1.25,9.87,17.68,0.0,2022-06-03 01:31:00,9.813798233880059
0.24,1.42,9.87,17.68,0.0,2022-06-03 01:32:00,9.813065287343658
0.26,1.42,9.86,17.67,0.0,2022-06-03 01:33:00,9.812334367952595
0.26,1.42,9.86,17.67,0.0,2022-06-03 01:34:00,9.811603984264162
0.27,1.25,9.87,17.68,0.0,2022-06-03 01:35:00,9.810879374943212
0.27,1.42,9.87,17.68,0.0,2022-06-03 01:36:00,9.810148568233233
0.21,0.92,9.86,17.68,0.0,2022-06-03 01:37:00,9.809437926517475
0.21,1.08,9.86,17.68,0.0,2022-06-03 01:38:00,9.808721471039672
0.23,2.92,9.86,17.67,0.0,2022-06-03 01:39:00,9.807935993609636
0.23,2.75,9.86,17.67,0.0,2022-06-03 01:40:00,9.807157866668511
0.21,2.58,9.85,17.66,0.0,2022-06-03 01:41:00,9.806389032811527
0.21,2.58,9.85,17.66,0.0,2022-06-03 01:42:00,9.805620959234519
0.26,3.75,9.86,17.66,0.0,2022-06-03 01:43:00,9.804809932631954
0.26,3.25,9.86,17.66,0.0,2022-06-03 01:44:00,9.804018508599485
0.24,3.92,9.85,17.67,0.0,2022-06-03 01:45:00,9.803200580463745
0.24,3.92,9.85,17.67,0.0,2022-06-03 01:46:00,9.802383703443743
0.27,3.58,9.85,17.66,0.0,2022-06-03 01:47:00,9.801582944311933
0.27,4.08,9.85,17.66,0.0,2022-06-03 01:48:00,9.800764919098992
0.24,3.42,9.85,17.66,0.0,2022-06-03 01:49:00,9.799971924412596
0.24,4.25,9.85,17.66,0.0,2022-06-03 01:50:00,9.799149886562283
0.23,3.75,9.85,17.68,0.0,2022-06-03 01:51:00,9.798341868251963
0.23,4.25,9.85,17.68,0.0,2022-06-03 01:52:00,9.79751653322043
0.28,4.08,9.85,17.67,0.0,2022-06-03 01:53:00,9.79670119760657
0.28,3.92,9.85,17.67,0.0,2022-06-03 01:54:00,9.795892672914007
0.27,3.92,9.85,17.67,0.0,2022-06-03 01:55:00,9.79508518725286
0.27,3.75,9.85,17.67,0.0,2022-06-03 01:56:00,9.794284771328499
0.3,4.08,9.85,17.68,0.0,2022-06-03 01:57:00,9.793471025307563
0.3,3.58,9.85,17.68,0.0,2022-06-03 01:58:00,9.792676141027167
0.24,3.92,9.85,17.67,0.0,2022-06-03 01:59:00,9.791872788916564
0.24,3.25,9.85,17.67,0.0,2022-06-03 02:00:00,9.791093767142957
0.28,3.75,9.84,17.67,0.0,2022-06-03 02:01:00,9.790298330703868
0.28,3.58,9.84,17.67,0.0,2022-06-03 02:02:00,9.789509738912148
0.26,3.58,9.85,17.68,0.0,2022-06-03 02:03:00,9.78871964901146
0.26,2.92,9.85,17.68,0.0,2022-06-03 02:04:00,9.787953301348983
0.28,3.42,9.84,17.67,0.0,2022-06-03 02:05:00,9.787172972218219
0.28,2.58,9.84,17.67,0.0,2022-06-03 02:06:00,9.786421897114716
0.25,3.42,9.84,17.66,0.0,2022-06-03 02:07:00,9.78564574628502
0.25,3.08,9.84,17.66,0.0,2022-06-03 02:08:00,9.784881710046003
0.24,3.25,9.85,17.68,0.0,2022-06-03 02:09:00,9.784108334672
0.24,2.92,9.85,17.68,0.0,2022-06-03 02:10:00,9.783346895735798
0.27,3.08,9.85,17.67,0.0,2022-06-03 02:11:00,9.7825831601416
0.27,2.08,9.85,17.67,0.0,2022-06-03 02:12:00,9.781852985570588
0.28,2.25,9.84,17.67,0.0,2022-06-03 02:13:00,9.781117917402401
0.28,1.75,9.84,17.67,0.0,2022-06-03 02:14:00,9.780399721541306
0.26,1.58,9.84,17.66,0.0,2022-06-03 02:15:00,9.779689140048522
0.26,2.08,9.84,17.66,0.0,2022-06-03 02:16:00,9.778963286815646
0.25,2.42,9.83,17.66,0.0,2022-06-03 02:17:00,9.778227369809752
0.25,3.08,9.83,17.66,0.0,2022-06-03 02:18:00,9.77747148845709
0.25,3.25,9.83,17.65,0.0,2022-06-03 02:19:00,9.776713443764503
0.25,2.92,9.83,17.65,0.0,2022-06-03 02:20:00,9.775966335890017
0.23,2.08,9.83,17.65,0.0,2022-06-03 02:21:00,9.775245530319063
0.23,1.42,9.83,17.65,0.0,2022-06-03 02:22:00,9.774545294469622
0.25,1.25,9.83,17.64,0.0,2022-06-03 02:23:00,9.773852086549162
0.25,0.92,9.83,17.64,0.0,2022-06-03 02:24:00,9.773169079752588
0.27,2.58,9.83,17.65,0.0,2022-06-03 02:25:00,9.772435856500628
0.27,6.25,9.83,17.65,0.0,2022-06-03 02:26:00,9.771594774459036
0.27,2.92,9.82,17.65,0.0,2022-06-03 02:27:00,9.770853111205886
0.27,1.08,9.82,17.65,0.0,2022-06-03 02:28:00,9.770166033708609
0.23,2.08,9.83,17.63,0.0,2022-06-03 02:29:00,9.769453873460689
0.23,2.42,9.83,17.63,0.0,2022-06-03 02:30:00,9.768732806117157
0.31,1.42,9.82,17.61,0.0,2022-06-03 02:31:00,9.768043263406577
0.31,1.58,9.82,17.61,0.0,2022-06-03 02:32:00,9.767349932091081
0.26,1.58,9.82,17.62,0.0,2022-06-03 02:33:00,9.766655581244427
0.26,1.25,9.82,17.62,0.0,2022-06-03 02:34:00,9.765970664074262
0.28,1.42,9.82,17.62,0.0,2022-06-03 02:35:00,9.765281662926345
0.28,2.08,9.82,17.62,0.0,2022-06-03 02:36:00,9.7645755642997
0.28,1.25,9.82,17.62,0.0,2022-06-03 02:37:00,9.763892091656308
0.28,0.58,9.82,17.62,0.0,2022-06-03 02:38:00,9.763226756805468
0.26,0.58,9.82,17.62,0.0,2022-06-03 02:39:00,9.7625617856823
0.26,1.25,9.82,17.62,0.0,2022-06-03 02:40:00,9.761879711564596
0.27,0.42,9.82,17.62,0.0,2022-06-03 02:41:00,9.761219623885765
0.27,0.25,9.82,17.62,0.0,2022-06-03 02:42:00,9.76056425524191
0.23,0.42,9.81,17.61,0.0,2022-06-03 02:43:00,9.759905873376447
0.23,0.0,9.81,17.61,0.0,2022-06-03 02:44:00,9.759258344064946
0.25,0.75,9.81,17.63,0.0,2022-06-03 02:45:00,9.758590054352732
0.25,0.58,9.81,17.63,0.0,2022-06-03 02:46:00,9.757926513757399
0.24,0.75,9.81,17.63,0.0,2022-06-03 02:47:00,9.757259002278138
0.24,1.08,9.81,17.63,0.0,2022-06-03 02:48:00,9.756583516929375
0.26,1.25,9.81,17.62,0.0,2022-06-03 02:49:00,9.755905594589999
0.26,1.08,9.81,17.62,0.0,2022-06-03 02:50:00,9.755232325249247
0.22,0.92,9.8,17.61,0.0,2022-06-03 02:51:00,9.754564665723851
0.22,0.75,9.8,17.61,0.0,2022-06-03 02:52:00,9.75390147737677
0.29,0.92,9.8,17.61,0.0,2022-06-03 02:53:00,9.753234645006241
0.29,1.25,9.8,17.61,0.0,2022-06-03 02:54:00,9.752560450059674
0.23,1.25,9.8,17.61,0.0,2022-06-03 02:55:00,9.751886723207003
0.23,0.58,9.8,17.61,0.0,2022-06-03 02:56:00,9.751229054683739
0.29,0.42,9.81,17.6,0.0,2022-06-03 02:57:00,9.750576477254558
0.29,0.42,9.81,17.6,0.0,2022-06-03 02:58:00,9.749924233375612
0.31,0.92,9.8,17.61,0.0,2022-06-03 02:59:00,9.749259872960591
0.31,0.92,9.8,17.61,0.0,2022-06-03 03:00:00,9.748595925461998
0.24,0.58,9.8,17.61,0.0,2022-06-03 03:01:00,9.747940055503262
0.24,0.42,9.8,17.61,0.0,2022-06-03 03:02:00,9.747288127865934
0.26,0.25,9.8,17.61,0.0,2022-06-03 03:03:00,9.746640316942061
0.26,0.58,9.8,17.61,0.0,2022-06-03 03:04:00,9.745985515808695
0.26,0.58,9.8,17.6,0.0,2022-06-03 03:05:00,9.745332174762039
0.26,0.25,9.8,17.6,0.0,2022-06-03 03:06:00,9.744686245869675
0.29,0.25,9.8,17.6,0.0,2022-06-03 03:07:00,9.744040622919266
0.29,0.08,9.8,17.6,0.0,2022-06-03 03:08:00,9.743398891836959
0.31,0.58,9.8,17.61,0.0,2022-06-03 03:09:00,9.742745862283817
0.31,1.92,9.8,17.61,0.0,2022-06-03 03:10:00,9.742064709769096
0.27,1.92,9.79,17.61,0.0,2022-06-03 03:11:00,9.741384130823889
0.27,1.42,9.79,17.61,0.0,2022-06-03 03:12:00,9.740714601629515
0.24,1.42,9.79,17.61,0.0,2022-06-03 03:13:00,9.740045562390621
0.24,1.75,9.79,17.61,0.0,2022-06-03 03:14:00,9.739370195565591
0.21,2.08,9.79,17.59,0.0,2022-06-03 03:15:00,9.738692139523007
0.21,2.08,9.79,17.59,0.0,2022-06-03 03:16:00,9.738014678063163
0.25,3.08,9.79,17.62,0.0,2022-06-03 03:17:00,9.737311853440717
0.25,3.08,9.79,17.62,0.0,2022-06-03 03:18:00,9.73660980062972
0.29,2.75,9.79,17.61,0.0,2022-06-03 03:19:00,9.735917297671863
0.29,2.42,9.79,17.61,0.0,2022-06-03 03:20:00,9.735232021343839
0.23,3.42,9.79,17.58,0.0,2022-06-03 03:21:00,9.73453488621891
0.23,2.08,9.79,17.58,0.0,2022-06-03 03:22:00,9.733862836488978
0.25,2.25,9.79,17.6,0.0,2022-06-03 03:23:00,9.73318463885621
0.25,1.58,9.79,17.6,0.0,2022-06-03 03:24:00,9.73251959120553
0.25,1.75,9.79,17.58,0.0,2022-06-03 03:25:00,9.731855138211642
0.25,1.25,9.79,17.58,0.0,2022-06-03 03:26:00,9.731199979511997
0.2,1.75,9.78,17.59,0.0,2022-06-03 03:27:00,9.730534968354478
0.2,2.25,9.78,17.59,0.0,2022-06-03 03:28:00,9.729861655444319
0.27,2.08,9.78,17.61,0.0,2022-06-03 03:29:00,9.729188406211861
0.27,2.25,9.78,17.61,0.0,2022-06-03 03:30:00,9.728512642808255
0.31,2.25,9.78,17.6,0.0,2022-06-03 03:31:00,9.727839338456501
0.31,1.58,9.78,17.6,0.0,2022-06-03 03:32:00,9.727178390008799
0.23,2.08,9.77,17.6,0.0,2022-06-03 03:33:00,9.726509260021663
0.23,2.42,9.77,17.6,0.0,2022-06-03 03:34:00,9.725834858982605
0.27,2.42,9.77,17.57,0.0,2022-06-03 03:35:00,9.725166845305314
0.27,2.25,9.77,17.57,0.0,2022-06-03 03:36:00,9.72450211964787
0.29,2.42,9.78,17.57,0.0,2022-06-03 03:37:00,9.723835373869745
0.29,1.92,9.78,17.57,0.0,2022-06-03 03:38:00,9.723176917221872
0.25,1.58,9.77,17.58,0.0,2022-06-03 03:39:00,9.722522628593815
0.25,1.75,9.77,17.58,0.0,2022-06-03 03:40:00,9.7218662126448
0.26,1.92,9.78,17.6,0.0,2022-06-03 03:41:00,9.721204334960555
0.26,2.08,9.78,17.6,0.0,2022-06-03 03:42:00,9.720540444924064
0.28,1.58,9.78,17.59,0.0,2022-06-03 03:43:00,9.719886635591537
0.28,1.75,9.78,17.59,0.0,2022-06-03 03:44:00,9.719230722112812
0.26,2.25,9.78,17.59,0.0,2022-06-03 03:45:00,9.718567745404785
0.26,2.75,9.78,17.59,0.0,2022-06-03 03:46:00,9.717897857280512
0.23,2.42,9.77,17.59,0.0,2022-06-03 03:47:00,9.71723356840812
0.23,2.25,9.77,17.59,0.0,2022-06-03 03:48:00,9.71657241782666
0.31,2.42,9.77,17.57,0.0,2022-06-03 03:49:00,9.715913215956082
0.31,1.75,9.77,17.57,0.0,2022-06-03 03:50:00,9.715263729324336
0.25,2.42,9.76,17.59,0.0,2022-06-03 03:51:00,9.71460194770952
0.25,2.08,9.76,17.59,0.0,2022-06-03 03:52:00,9.713945610775312
0.24,2.75,9.77,17.59,0.0,2022-06-03 03:53:00,9.713280458371896
0.24,2.42,9.77,17.59,0.0,2022-06-03 03:54:00,9.712620564505588
0.24,2.08,9.77,17.59,0.0,2022-06-03 03:55:00,9.711965965032858
0.24,1.92,9.77,17.59,0.0,2022-06-03 03:56:00,9.711314112385939
0.24,2.92,9.77,17.6,0.0,2022-06-03 03:57:00,9.710647238780291
0.24,2.92,9.77,17.6,0.0,2022-06-03 03:58:00,9.709981073606409
0.22,2.92,9.76,17.59,0.0,2022-06-03 03:59:00,9.709317748930156
0.22,2.25,9.76,17.59,0.0,2022-06-03 04:00:00,9.708663836293484
0.22,2.25,9.77,17.6,0.0,2022-06-03 04:01:00,9.70800868563744
0.22,1.75,9.77,17.6,0.0,2022-06-03 04:02:00,9.707360709357296
0.24,2.25,9.76,17.59,0.0,2022-06-03 04:03:00,9.70670858616825
0.24,2.75,9.76,17.59,0.0,2022-06-03 04:04:00,9.706050848635046
0.31,2.25,9.76,17.58,0.0,2022-06-03 04:05:00,9.705401758201866
0.31,1.92,9.76,17.58,0.0,2022-06-03 04:06:00,9.704757119107066
0.28,2.75,9.77,17.59,0.0,2022-06-03 04:07:00,9.704101380997074
0.28,2.92,9.77,17.59,0.0,2022-06-03 04:08:00,9.703444300823415
0.26,2.42,9.77,17.6,0.0,2022-06-03 04:09:00,9.702791859466222
0.26,2.92,9.77,17.6,0.0,2022-06-03 04:10:00,9.70213403920236
0.25,2.58,9.77,17.6,0.0,2022-06-03 04:11:00,9.701480948497657
0.25,2.75,9.77,17.6,0.0,2022-06-03 04:12:00,9.700826511731977
0.24,2.42,9.76,17.6,0.0,2022-06-03 04:13:00,9.700176562718914
0.24,2.75,9.76,17.6,0.0,2022-06-03 04:14:00,9.69952346273597
0.26,2.58,9.77,17.6,0.0,2022-06-03 04:15:00,9.69887294959959
0.26,2.42,9.77,17.6,0.0,2022-06-03 04:16:00,9.69822486053358
0.23,2.92,9.76,17.6,0.0,2022-06-03 04:17:00,9.697571891874412
0.23,3.08,9.76,17.6,0.0,2022-06-03 04:18:00,9.696917880989568
0.24,2.42,9.76,17.6,0.0,2022-06-03 04:19:00,9.696271653304901
0.24,3.25,9.76,17.6,0.0,2022-06-03 04:20:00,9.695617273909555
0.21,3.25,9.77,17.59,0.0,2022-06-03 04:21:00,9.694965912000423
0.21,3.58,9.77,17.59,0.0,2022-06-03 04:22:00,9.694312044380206
0.23,3.58,9.76,17.6,0.0,2022-06-03 04:23:00,9.693656546200396
0.23,3.25,9.76,17.6,0.0,2022-06-03 04:24:00,9.693005135147837
0.24,3.42,9.77,17.58,0.0,2022-06-03 04:25:00,9.692357488044545
0.24,3.08,9.77,17.58,0.0,2022-06-03 04:26:00,9.691713597526146
0.24,3.25,9.76,17.59,0.0,2022-06-03 04:27:00,9.691066665447527
0.24,3.25,9.76,17.59,0.0,2022-06-03 04:28:00,9.690420467497248
0.27,3.25,9.76,17.6,0.0,2022-06-03 04:29:00,9.689772729636834
0.27,3.58,9.76,17.6,0.0,2022-06-03 04:30:00,9.68912271418742
0.29,3.92,9.76,17.61,0.0,2022-06-03 04:31:00,9.688467859483191
0.29,3.42,9.76,17.61,0.0,2022-06-03 04:32:00,9.687818486819005
0.23,3.75,9.76,17.6,0.0,2022-06-03 04:33:00,9.687169352954992
0.23,3.58,9.76,17.6,0.0,2022-06-03 04:34:00,9.686522481947694
0.25,3.75,9.76,17.6,0.0,2022-06-03 04:35:00,9.685874962015557
0.25,3.92,9.76,17.6,0.0,2022-06-03 04:36:00,9.685226842481699
0.24,4.25,9.76,17.58,0.0,2022-06-03 04:37:00,9.684582297794147
0.24,4.08,9.76,17.58,0.0,2022-06-03 04:38:00,9.683939833885821
0.25,3.75,9.77,17.58,0.0,2022-06-03 04:39:00,9.683300513633155
0.25,3.92,9.77,17.58,0.0,2022-06-03 04:40:00,9.682660829630874
0.25,3.42,9.77,17.59,0.0,2022-06-03 04:41:00,9.682022959980994
0.25,4.08,9.77,17.59,0.0,2022-06-03 04:42:00,9.681381231246588
0.27,4.25,9.75,17.6,0.0,2022-06-03 04:43:00,9.680736473965277
0.27,4.25,9.75,17.6,0.0,2022-06-03 04:44:00,9.680092590685483
0.28,4.25,9.77,17.59,0.0,2022-06-03 04:45:00,9.679452291387255
0.28,4.08,9.77,17.59,0.0,2022-06-03 04:46:00,9.678813950106685
0.23,3.58,9.75,17.61,0.0,2022-06-03 04:47:00,9.678174755362305
0.23,3.92,9.75,17.61,0.0,2022-06-03 04:48:00,9.6775339482329
0.26,3.25,9.76,17.59,0.0,2022-06-03 04:49:00,9.676903106997099
0.26,2.75,9.76,17.59,0.0,2022-06-03 04:50:00,9.676275907395107
0.26,3.25,9.76,17.61,0.0,2022-06-03 04:51:00,9.675641955262465
0.26,3.58,9.76,17.61,0.0,2022-06-03 04:52:00,9.67500659273709
0.28,2.92,9.75,17.62,0.0,2022-06-03 04:53:00,9.674374041768841
0.28,2.92,9.75,17.62,0.0,2022-06-03 04:54:00,9.673742163115149
0.26,2.92,9.76,17.61,0.0,2022-06-03 04:55:00,9.6731130796107
0.26,2.58,9.76,17.61,0.0,2022-06-03 04:56:00,9.672486669656884
0.21,2.75,9.76,17.61,0.0,2022-06-03 04:57:00,9.67185989928923
0.21,2.75,9.76,17.61,0.0,2022-06-03 04:58:00,9.671233771423573
0.25,3.08,9.76,17.61,0.0,2022-06-03 04:59:00,9.670606476049969
0.25,3.08,9.76,17.61,3.4,2022-06-03 05:00:00,9.671479001904743
0.27,2.92,9.76,17.6,3.4,2022-06-03 05:01:00,9.67235484908758
0.27,2.92,9.76,17.6,3.4,2022-06-03 05:02:00,9.67322976584228
0.23,3.08,9.75,17.59,3.4,2022-06-03 05:03:00,9.674102527874812
0.23,2.92,9.75,17.59,3.4,2022-06-03 05:04:00,9.674975169690683
0.25,3.58,9.76,17.61,3.4,2022-06-03 05:05:00,9.675839745272999
0.25,4.08,9.76,17.61,3.4,2022-06-03 05:06:00,9.67670002700033
0.29,3.92,9.75,17.6,3.4,2022-06-03 05:07:00,9.67756535095797
0.29,3.25,9.75,17.6,3.4,2022-06-03 05:08:00,9.67843387855863
0.26,3.42,9.75,17.6,3.4,2022-06-03 05:09:00,9.679298387195184
0.26,3.42,9.75,17.6,3.4,2022-06-03 05:10:00,9.680161882146962
0.27,3.42,9.76,17.61,3.4,2022-06-03 05:11:00,9.681022654439186
0.27,3.08,9.76,17.61,6.8,2022-06-03 05:12:00,9.682144334952847
0.24,2.92,9.75,17.6,6.8,2022-06-03 05:13:00,9.68326593630236
0.24,3.25,9.75,17.6,6.8,2022-06-03 05:14:00,9.684383806750283
0.27,3.08,9.75,17.61,6.8,2022-06-03 05:15:00,9.685501797137873
0.27,2.42,9.75,17.61,6.8,2022-06-03 05:16:00,9.686624255547473
0.26,2.75,9.75,17.6,10.2,2022-06-03 05:17:00,9.687852215811906
0.26,3.25,9.75,17.6,10.2,2022-06-03 05:18:00,9.689074564452167
0.24,2.75,9.75,17.59,10.2,2022-06-03 05:19:00,9.690300483638936
0.24,2.92,9.75,17.59,10.2,2022-06-03 05:20:00,9.691523650002367
0.2,3.08,9.76,17.6,13.6,2022-06-03 05:21:00,9.692797969612766
0.2,3.42,9.76,17.6,13.6,2022-06-03 05:22:00,9.694067559642104
0.21,2.92,9.76,17.59,13.6,2022-06-03 05:23:00,9.695343643992706
0.21,3.08,9.76,17.59,17.1,2022-06-03 05:24:00,9.696655166841978
0.24,3.42,9.76,17.6,17.1,2022-06-03 05:25:00,9.697961927985798
0.24,2.92,9.76,17.6,20.5,2022-06-03 05:26:00,9.699298243453681
0.19,2.92,9.75,17.6,20.5,2022-06-03 05:27:00,9.700628922719662
0.19,3.08,9.75,17.6,20.5,2022-06-03 05:28:00,9.70195634465488
0.27,3.25,9.75,17.59,20.5,2022-06-03 05:29:00,9.70328932404319
0.27,2.58,9.75,17.59,23.9,2022-06-03 05:30:00,9.704647390896367
0.2,2.92,9.74,17.6,27.3,2022-06-03 05:31:00,9.70600626310282
0.2,2.75,9.74,17.6,27.3,2022-06-03 05:32:00,9.707365852262104
0.24,2.92,9.74,17.59,30.7,2022-06-03 05:33:00,9.708738701111505
0.24,3.25,9.74,17.59,34.1,2022-06-03 05:34:00,9.710114989185247
0.23,3.42,9.74,17.56,37.5,2022-06-03 05:35:00,9.711501217163615
0.23,2.75,9.74,17.56,40.9,2022-06-03 05:36:00,9.712900297866435
0.2,3.42,9.74,17.58,44.3,2022-06-03 05:37:00,9.714287663801283
0.2,3.42,9.74,17.58,47.7,2022-06-03 05:38:00,9.715678047607673
0.24,3.08,9.74,17.57,51.1,2022-06-03 05:39:00,9.717081306435476
