chlor_rfu,wind_speed,do_raw,do_wtemp,par,datetime,do_sim
0.53,1.58,10.16,18.04,0.0,2022-06-03 22:08:00,10.248895223585922
0.43,1.75,10.17,18.04,0.0,2022-06-03 22:09:00,10.247736001342659
0.43,1.58,10.17,18.04,0.0,2022-06-03 22:10:00,10.24660373631432
0.41,1.25,10.17,18.03,0.0,2022-06-03 22:11:00,10.245524262382858
0.41,1.08,10.17,18.03,0.0,2022-06-03 22:12:00,10.244471395542893
0.52,0.58,10.18,18.03,0.0,2022-06-03 22:13:00,10.243495138374366
0.52,0.42,10.18,18.03,0.0,2022-06-03 22:14:00,10.242543677125887
0.39,0.08,10.17,18.04,0.0,2022-06-03 22:15:00,10.24164323985766
0.39,0.0,10.17,18.04,0.0,2022-06-03 22:16:00,10.240755333085833
0.48,0.0,10.16,18.03,0.0,2022-06-03 22:17:00,10.239868704755963
0.48,0.0,10.16,18.03,0.0,2022-06-03 22:18:00,10.238982451602329
0.43,0.42,10.17,18.02,0.0,2022-06-03 22:19:00,10.238034424337304
0.43,0.42,10.17,18.02,0.0,2022-06-03 22:20:00,10.237086886861476
0.56,0.75,10.15,18.03,0.0,2022-06-03 22:21:00,10.236089179377986
0.56,0.42,10.15,18.03,0.0,2022-06-03 22:22:00,10.235141545321715
0.52,0.25,10.15,18.02,0.0,2022-06-03 22:23:00,10.234220877732852
0.52,0.25,10.15,18.02,0.0,2022-06-03 22:24:00,10.233300650918384
0.42,0.92,10.17,18.01,0.0,2022-06-03 22:25:00,10.232282469492082
0.42,1.25,10.17,18.01,0.0,2022-06-03 22:26:00,10.231216036411276
0.41,1.58,10.16,18.02,0.0,2022-06-03 22:27:00,10.230099887211397
0.41,1.92,10.16,18.02,0.0,2022-06-03 22:28:00,10.228934234587134
0.47,1.58,10.16,18.02,0.0,2022-06-03 22:29:00,10.22781985412891
0.47,1.42,10.16,18.02,0.0,2022-06-03 22:30:00,10.226729959060522
0.52,1.58,10.15,18.01,0.0,2022-06-03 22:31:00,10.22561893794101
0.52,1.42,10.15,18.01,0.0,2022-06-03 22:32:00,10.224532244989552
0.59,1.42,10.15,18.01,0.0,2022-06-03 22:33:00,10.22344635543705
0.59,1.25,10.15,18.01,0.0,2022-06-03 22:34:00,10.22238612027827
0.56,1.42,10.16,18.02,0.0,2022-06-03 22:35:00,10.22130024342687
0.56,1.25,10.16,18.02,0.0,2022-06-03 22:36:00,10.220240020503605
0.47,1.25,10.16,17.99,0.0,2022-06-03 22:37:00,10.219185019601078
0.47,1.58,10.16,17.99,0.0,2022-06-03 22:38:00,10.2180831431886
0.53,0.92,10.17,18.02,0.0,2022-06-03 22:39:00,10.217073180858282
0.53,1.25,10.17,18.02,0.0,2022-06-03 22:40:00,10.216015923681896
0.53,1.42,10.17,18.01,0.0,2022-06-03 22:41:00,10.214936330299466
0.53,1.42,10.17,18.01,0.0,2022-06-03 22:42:00,10.213857535067234
0.52,1.58,10.17,18.01,0.0,2022-06-03 22:43:00,10.212756489482933
0.52,1.08,10.17,18.01,0.0,2022-06-03 22:44:00,10.211728199228718
0.53,1.42,10.18,18.02,0.0,2022-06-03 22:45:00,10.210650203852673
0.53,1.75,10.18,18.02,0.0,2022-06-03 22:46:00,10.209525548835682
0.49,2.08,10.18,18.02,0.0,2022-06-03 22:47:00,10.208354434100812
0.49,1.58,10.18,18.02,0.0,2022-06-03 22:48:00,10.207256006101716
0.54,1.75,10.18,18.01,0.0,2022-06-03 22:49:00,10.206135838028011
0.54,1.75,10.18,18.01,0.0,2022-06-03 22:50:00,10.205016580459931
0.48,1.92,10.18,17.99,0.0,2022-06-03 22:51:00,10.20387769304443
0.48,1.92,10.18,17.99,0.0,2022-06-03 22:52:00,10.202739773992695
0.51,2.42,10.18,18.03,0.0,2022-06-03 22:53:00,10.20152433612672
0.51,1.92,10.18,18.03,0.0,2022-06-03 22:54:00,10.200381192228766
0.47,2.08,10.17,18.02,0.0,2022-06-03 22:55:00,10.199218184683021
0.47,1.92,10.17,18.02,0.0,2022-06-03 22:56:00,10.198078809970621
0.47,1.75,10.17,18.02,0.0,2022-06-03 22:57:00,10.196964375955934
0.47,2.25,10.17,18.02,0.0,2022-06-03 22:58:00,10.195780468727285
0.54,1.92,10.18,18.02,0.0,2022-06-03 22:59:00,10.194644019242107
0.54,2.08,10.18,18.02,0.0,2022-06-03 23:00:00,10.193486098150055
0.52,1.92,10.17,18.02,0.0,2022-06-03 23:01:00,10.192351600994668
0.52,2.08,10.17,18.02,0.0,2022-06-03 23:02:00,10.191195712311135
0.51,2.25,10.17,18.01,0.0,2022-06-03 23:03:00,10.190019098290243
0.51,2.25,10.17,18.01,0.0,2022-06-03 23:04:00,10.188843571729212
0.48,2.08,10.18,18.0,0.0,2022-06-03 23:05:00,10.187694551776861
0.48,2.25,10.18,18.0,0.0,2022-06-03 23:06:00,10.186523132822439
0.55,2.42,10.18,18.01,0.0,2022-06-03 23:07:00,10.18532738423061
0.55,2.42,10.18,18.01,0.0,2022-06-03 23:08:00,10.18413278607301
0.59,2.25,10.18,17.99,0.0,2022-06-03 23:09:00,10.182966616252653
0.59,2.25,10.18,17.99,0.0,2022-06-03 23:10:00,10.181801523690341
0.45,2.08,10.18,17.99,0.0,2022-06-03 23:11:00,10.180660621204106
0.45,2.25,10.18,17.99,0.0,2022-06-03 23:12:00,10.179497658821871
0.53,1.75,10.18,18.0,0.0,2022-06-03 23:13:00,10.178401774904145
0.53,2.25,10.18,18.0,0.0,2022-06-03 23:14:00,10.177238942408707
0.41,2.25,10.18,18.01,0.0,2022-06-03 23:15:00,10.176075227628171
0.41,1.58,10.18,18.01,0.0,2022-06-03 23:16:00,10.17500346159048
0.61,2.08,10.17,18.02,0.0,2022-06-03 23:17:00,10.173862953392764
0.61,2.08,10.17,18.02,0.0,2022-06-03 23:18:00,10.17272345634499
0.44,1.58,10.18,17.99,0.0,2022-06-03 23:19:00,10.171657567162487
0.44,2.08,10.18,17.99,0.0,2022-06-03 23:20:00,10.170525651219117
0.54,1.92,10.18,18.0,0.0,2022-06-03 23:21:00,10.169414291092881
0.54,1.92,10.18,18.0,0.0,2022-06-03 23:22:00,10.168303876165506
0.46,1.75,10.17,18.01,0.0,2022-06-03 23:23:00,10.167215369530988
0.46,1.75,10.17,18.01,0.0,2022-06-03 23:24:00,10.16612774766674
0.5,1.92,10.2,18.0,0.0,2022-06-03 23:25:00,10.165020127906327
0.5,1.92,10.2,18.0,0.0,2022-06-03 23:26:00,10.163913450163639
0.58,1.92,10.18,18.01,0.0,2022-06-03 23:27:00,10.162805915450672
0.58,1.75,10.18,18.01,0.0,2022-06-03 23:28:00,10.161721877720655
0.57,1.92,10.18,18.01,0.0,2022-06-03 23:29:00,10.160616207389412
0.57,1.75,10.18,18.01,0.0,2022-06-03 23:30:00,10.15953394951864
0.68,2.25,10.18,18.01,0.0,2022-06-03 23:31:00,10.158386598191854
0.68,1.75,10.18,18.01,0.0,2022-06-03 23:32:00,10.157306152613147
0.59,1.92,10.18,18.01,0.0,2022-06-03 23:33:00,10.156204238761507
0.59,2.08,10.18,18.01,0.0,2022-06-03 23:34:00,10.155082269602637
0.52,2.25,10.18,18.01,0.0,2022-06-03 23:35:00,10.153939032643978
0.52,1.92,10.18,18.01,0.0,2022-06-03 23:36:00,10.152839983218266
0.69,1.92,10.19,18.0,0.0,2022-06-03 23:37:00,10.15174366454698
0.69,1.58,10.19,18.0,0.0,2022-06-03 23:38:00,10.15069239001409
0.46,1.42,10.19,17.99,0.0,2022-06-03 23:39:00,10.149664210972277
0.46,2.08,10.19,17.99,0.0,2022-06-03 23:40:00,10.148551778968692
0.55,2.08,10.19,18.01,0.0,2022-06-03 23:41:00,10.147436592587713
0.55,2.42,10.19,18.01,0.0,2022-06-03 23:42:00,10.14627844930363
0.57,1.92,10.19,18.01,0.0,2022-06-03 23:43:00,10.145185916774773
0.57,1.92,10.19,18.01,0.0,2022-06-03 23:44:00,10.144094313668846
0.45,1.58,10.19,18.01,0.0,2022-06-03 23:45:00,10.143047331365246
0.45,1.92,10.19,18.01,0.0,2022-06-03 23:46:00,10.141957547564704
0.47,1.58,10.19,17.99,0.0,2022-06-03 23:47:00,10.14091548839904
0.47,1.92,10.19,17.99,0.0,2022-06-03 23:48:00,10.139831104329634
0.77,1.92,10.2,17.98,0.0,2022-06-03 23:49:00,10.138749434757996
0.77,1.58,10.2,17.98,0.0,2022-06-03 23:50:00,10.137711493117429
0.58,1.75,10.19,18.01,0.0,2022-06-03 23:51:00,10.136647852873452
0.58,1.42,10.19,18.01,0.0,2022-06-03 23:52:00,10.135626936806503
0.63,1.75,10.19,17.99,0.0,2022-06-03 23:53:00,10.134568415258224
0.63,1.92,10.19,17.99,0.0,2022-06-03 23:54:00,10.133489427925644
0.51,1.75,10.19,17.98,0.0,2022-06-03 23:55:00,10.132434354281022
0.51,1.92,10.19,17.98,0.0,2022-06-03 23:56:00,10.131358972354512
0.55,1.92,10.19,18.02,0.0,2022-06-03 23:57:00,10.13027734052073
0.55,1.75,10.19,18.02,0.0,2022-06-03 23:58:00,10.129218031576658
0.45,1.75,10.18,18.0,0.0,2022-06-03 23:59:00,10.128163006012723
0.45,1.92,10.18,18.0,0.0,2022-06-04 00:00:00,10.127087674823562
0.58,1.92,10.18,18.0,0.0,2022-06-04 00:01:00,10.12601325819107
0.58,1.92,10.18,18.0,0.0,2022-06-04 00:02:00,10.12493975533743
0.52,1.92,10.18,18.02,0.0,2022-06-04 00:03:00,10.123863585754922
0.52,2.08,10.18,18.02,0.0,2022-06-04 00:04:00,10.122768417066913
0.55,2.08,10.17,17.99,0.0,2022-06-04 00:05:00,10.121679812078375
0.55,1.75,10.17,17.99,0.0,2022-06-04 00:06:00,10.120632621389685
0.56,1.75,10.18,18.01,0.0,2022-06-04 00:07:00,10.119582863355985
0.56,1.92,10.18,18.01,0.0,2022-06-04 00:08:00,10.118513040896637
0.6,1.92,10.18,18.02,0.0,2022-06-04 00:09:00,10.117442339945125
0.6,1.58,10.18,18.02,0.0,2022-06-04 00:10:00,10.116414382574126
0.51,1.25,10.18,18.01,0.0,2022-06-04 00:11:00,10.115429222931327
0.51,1.58,10.18,18.01,0.0,2022-06-04 00:12:00,10.11440445475167
0.54,1.92,10.18,18.02,0.0,2022-06-04 00:13:00,10.113337249885404
0.54,1.92,10.18,18.02,0.0,2022-06-04 00:14:00,10.112270953126954
0.56,1.42,10.17,18.02,0.0,2022-06-04 00:15:00,10.111266505850041
0.56,1.25,10.17,18.02,0.0,2022-06-04 00:16:00,10.110283483632585
0.52,1.42,10.17,18.0,0.0,2022-06-04 00:17:00,10.109283611528353
0.52,1.25,10.17,18.0,0.0,2022-06-04 00:18:00,10.108304926524612
0.64,1.42,10.18,18.02,0.0,2022-06-04 00:19:00,10.107303412103064
0.64,1.25,10.18,18.02,0.0,2022-06-04 00:20:00,10.106323170429476
0.52,1.25,10.17,17.99,0.0,2022-06-04 00:21:00,10.10534803360714
0.52,1.42,10.17,17.99,0.0,2022-06-04 00:22:00,10.104353360858628
0.36,1.08,10.18,17.98,0.0,2022-06-04 00:23:00,10.103401179079924
0.36,0.92,10.18,17.98,0.0,2022-06-04 00:24:00,10.102468514680124
0.5,1.25,10.19,18.0,0.0,2022-06-04 00:25:00,10.101494608777292
0.5,1.25,10.19,18.0,0.0,2022-06-04 00:26:00,10.10052138582801
0.64,1.75,10.16,17.97,0.0,2022-06-04 00:27:00,10.099494793407011
0.64,1.42,10.16,17.97,0.0,2022-06-04 00:28:00,10.09850754589994
0.55,1.08,10.17,17.98,0.0,2022-06-04 00:29:00,10.097559240178425
0.55,1.58,10.17,17.98,0.0,2022-06-04 00:30:00,10.096553194652728
0.64,1.75,10.18,17.98,0.0,2022-06-04 00:31:00,10.095528120929686
0.64,1.42,10.18,17.98,0.0,2022-06-04 00:32:00,10.094542253820542
0.56,2.08,10.17,18.0,0.0,2022-06-04 00:33:00,10.093476796801255
0.56,1.75,10.17,18.0,0.0,2022-06-04 00:34:00,10.092450815367028
0.47,1.42,10.16,18.01,0.0,2022-06-04 00:35:00,10.091462574448746
0.47,1.58,10.16,18.01,0.0,2022-06-04 00:36:00,10.09045637931687
0.34,1.75,10.18,17.99,0.0,2022-06-04 00:37:00,10.089434555027308
0.34,2.08,10.18,17.99,0.0,2022-06-04 00:38:00,10.088375480545853
0.52,2.42,10.16,18.01,0.0,2022-06-04 00:39:00,10.08727416018037
0.52,2.08,10.16,18.01,0.0,2022-06-04 00:40:00,10.086213287378195
0.53,2.58,10.16,18.0,0.0,2022-06-04 00:41:00,10.08509763882729
0.53,2.58,10.16,18.0,0.0,2022-06-04 00:42:00,10.083983103132741
0.46,2.92,10.16,18.02,0.0,2022-06-04 00:43:00,10.0828262042294
0.46,2.92,10.16,18.02,0.0,2022-06-04 00:44:00,10.081670547576275
0.69,2.42,10.16,18.01,0.0,2022-06-04 00:45:00,10.080575678052085
0.69,2.25,10.16,18.01,0.0,2022-06-04 00:46:00,10.07950130218659
0.62,2.08,10.16,18.0,0.0,2022-06-04 00:47:00,10.078449173358917
0.62,2.08,10.16,18.0,0.0,2022-06-04 00:48:00,10.077397976850886
0.47,2.25,10.18,18.01,0.0,2022-06-04 00:49:00,10.076326537906459
0.47,1.92,10.18,18.01,0.0,2022-06-04 00:50:00,10.075293513821178
0.43,2.25,10.27,18.02,0.0,2022-06-04 00:51:00,10.074222086878716
0.43,2.25,10.27,18.02,0.0,2022-06-04 00:52:00,10.07315165043149
0.61,1.92,10.38,18.06,0.0,2022-06-04 00:53:00,10.07211243096444
0.61,2.08,10.38,18.06,0.0,2022-06-04 00:54:00,10.071055728913924
0.78,1.92,10.37,18.08,0.0,2022-06-04 00:55:00,10.070014735417251
0.78,2.25,10.37,18.08,0.0,2022-06-04 00:56:00,10.068936592381602
0.6,2.08,10.36,18.07,0.0,2022-06-04 00:57:00,10.06788085520594
0.6,2.42,10.36,18.07,0.0,2022-06-04 00:58:00,10.066787186243554
0.42,2.58,10.36,18.06,0.0,2022-06-04 00:59:00,10.065678404922675
0.42,2.08,10.36,18.06,0.0,2022-06-04 01:00:00,10.064627412952902
0.53,1.92,10.35,18.04,0.0,2022-06-04 01:01:00,10.063599009882902
0.53,1.92,10.35,18.04,0.0,2022-06-04 01:02:00,10.062571482349197
0.49,2.25,10.37,18.06,0.0,2022-06-04 01:03:00,10.06150409378063
0.49,1.75,10.37,18.06,0.0,2022-06-04 01:04:00,10.060493909027784
0.56,1.92,10.35,18.07,0.0,2022-06-04 01:05:00,10.059463694038643
0.56,1.92,10.35,18.07,0.0,2022-06-04 01:06:00,10.058434356798408
0.65,1.75,10.35,18.06,0.0,2022-06-04 01:07:00,10.057426670396849
0.65,2.42,10.35,18.06,0.0,2022-06-04 01:08:00,10.056345084040963
0.4,2.42,10.33,18.04,0.0,2022-06-04 01:09:00,10.055268556689722
0.4,2.08,10.33,18.04,0.0,2022-06-04 01:10:00,10.054230503580362
0.47,1.92,10.33,18.05,0.0,2022-06-04 01:11:00,10.053209176575269
0.47,1.75,10.33,18.05,0.0,2022-06-04 01:12:00,10.052207439138867
0.63,1.92,10.33,18.04,0.0,2022-06-04 01:13:00,10.051189609878092
0.63,1.92,10.33,18.04,0.0,2022-06-04 01:14:00,10.050172647151546
0.48,2.25,10.34,18.05,0.0,2022-06-04 01:15:00,10.049118660682247
0.48,2.08,10.34,18.05,0.0,2022-06-04 01:16:00,10.048084214076413
0.49,1.75,10.33,18.05,0.0,2022-06-04 01:17:00,10.0470866466057
0.49,1.25,10.33,18.05,0.0,2022-06-04 01:18:00,10.046144266415396
0.5,1.58,10.32,18.05,0.0,2022-06-04 01:19:00,10.045166729373294
0.5,1.42,10.32,18.05,0.0,2022-06-04 01:20:00,10.044207282331746
0.52,1.75,10.33,18.03,0.0,2022-06-04 01:21:00,10.043216257677203
0.52,1.92,10.33,18.03,0.0,2022-06-04 01:22:00,10.042207855872121
0.48,1.58,10.34,18.04,0.0,2022-06-04 01:23:00,10.04123498740874
0.48,1.08,10.34,18.04,0.0,2022-06-04 01:24:00,10.040316364402734
0.45,1.42,10.35,18.06,0.0,2022-06-04 01:25:00,10.03935896641847
0.45,1.25,10.35,18.06,0.0,2022-06-04 01:26:00,10.038420550774923
0.47,1.58,10.35,18.05,0.0,2022-06-04 01:27:00,10.037449005356025
0.47,1.58,10.35,18.05,0.0,2022-06-04 01:28:00,10.036478213607296
0.46,1.42,10.56,18.13,0.0,2022-06-04 01:29:00,10.035512872426276
0.46,1.08,10.56,18.13,0.0,2022-06-04 01:30:00,10.03458560751469
0.6,1.58,10.57,18.13,0.0,2022-06-04 01:31:00,10.033604121618252
0.6,1.42,10.57,18.13,0.0,2022-06-04 01:32:00,10.032640911770489
0.69,1.58,10.55,18.11,0.0,2022-06-04 01:33:00,10.031664166947571
0.69,1.08,10.55,18.11,0.0,2022-06-04 01:34:00,10.03074222853481
0.56,0.92,10.54,18.12,0.0,2022-06-04 01:35:00,10.029836857779927
0.56,1.42,10.54,18.12,0.0,2022-06-04 01:36:00,10.02887798162105
0.57,1.08,10.56,18.12,0.0,2022-06-04 01:37:00,10.0279565148443
0.57,1.58,10.56,18.12,0.0,2022-06-04 01:38:00,10.026981795793933
0.6,1.42,10.55,18.13,0.0,2022-06-04 01:39:00,10.026023496847882
0.6,0.75,10.55,18.13,0.0,2022-06-04 01:40:00,10.025138109664951
0.64,1.08,10.51,18.11,0.0,2022-06-04 01:41:00,10.024220512687316
0.64,1.08,10.51,18.11,0.0,2022-06-04 01:42:00,10.02330352613763
0.45,1.08,10.48,18.11,0.0,2022-06-04 01:43:00,10.022387149609806
0.45,1.25,10.48,18.11,0.0,2022-06-04 01:44:00,10.021453358799187
0.61,1.25,10.51,18.11,0.0,2022-06-04 01:45:00,10.020520224647395
0.61,1.42,10.51,18.11,0.0,2022-06-04 01:46:00,10.019569793684864
0.55,1.42,10.5,18.1,0.0,2022-06-04 01:47:00,10.018621604822748
0.55,1.58,10.5,18.1,0.0,2022-06-04 01:48:00,10.01765736360883
0.78,1.42,10.48,18.1,0.0,2022-06-04 01:49:00,10.016710591861093
0.78,1.42,10.48,18.1,0.0,2022-06-04 01:50:00,10.015764521673049
0.63,1.58,10.52,18.11,0.0,2022-06-04 01:51:00,10.014800888604997
0.63,1.42,10.52,18.11,0.0,2022-06-04 01:52:00,10.013854696759655
0.71,1.08,10.52,18.12,0.0,2022-06-04 01:53:00,10.012943226708915
0.71,1.25,10.52,18.12,0.0,2022-06-04 01:54:00,10.012014619148612
0.57,1.58,10.56,18.13,0.0,2022-06-04 01:55:00,10.011050678226294
0.57,1.42,10.56,18.13,0.0,2022-06-04 01:56:00,10.010104193279528
0.48,1.42,10.58,18.15,0.0,2022-06-04 01:57:00,10.009155337006543
0.48,1.08,10.58,18.15,0.0,2022-06-04 01:58:00,10.008242857268002
0.51,1.58,10.58,18.15,0.0,2022-06-04 01:59:00,10.007278627571585
0.51,1.08,10.58,18.15,0.0,2022-06-04 02:00:00,10.006367397577408
0.5,1.08,10.57,18.14,0.0,2022-06-04 02:01:00,10.005458153014715
0.5,1.42,10.57,18.14,0.0,2022-06-04 02:02:00,10.004514279680237
0.54,1.25,10.55,18.14,0.0,2022-06-04 02:03:00,10.003588687653815
0.54,1.08,10.55,18.14,0.0,2022-06-04 02:04:00,10.0026812930282
0.55,1.75,10.54,18.13,0.0,2022-06-04 02:05:00,10.001707174241783
0.55,1.08,10.54,18.13,0.0,2022-06-04 02:06:00,10.000802409885354
0.45,0.75,10.51,18.12,0.0,2022-06-04 02:07:00,9.99993317416035
0.45,0.75,10.51,18.12,0.0,2022-06-04 02:08:00,9.999064452750106
0.73,1.08,10.52,18.12,0.0,2022-06-04 02:09:00,9.99816282435639
0.73,1.25,10.52,18.12,0.0,2022-06-04 02:10:00,9.997244613289917
0.47,1.08,10.52,18.13,0.0,2022-06-04 02:11:00,9.996342819145736
0.47,1.25,10.52,18.13,0.0,2022-06-04 02:12:00,9.995424433145715
0.66,0.92,10.53,18.12,0.0,2022-06-04 02:13:00,9.994541300873864
0.66,0.08,10.53,18.12,0.0,2022-06-04 02:14:00,9.993742947422497
0.42,0.92,10.55,18.12,0.0,2022-06-04 02:15:00,9.992860873928278
0.42,1.08,10.55,18.12,0.0,2022-06-04 02:16:00,9.991963373491817
0.42,0.92,10.55,18.123333333333335,0.0,2022-06-04 02:17:00,9.99108198659317
0.42,1.08,10.55,18.126666666666665,0.0,2022-06-04 02:18:00,9.990184752772267
0.62,0.92,10.53,18.13,0.0,2022-06-04 02:19:00,9.989303618149117
0.62,0.58,10.53,18.13,0.0,2022-06-04 02:20:00,9.988456887783338
0.69,0.92,10.52,18.13,0.0,2022-06-04 02:21:00,9.987576841418054
0.69,0.92,10.52,18.13,0.0,2022-06-04 02:22:00,9.98669734933067
0.56,0.75,10.5,18.12,0.0,2022-06-04 02:23:00,9.985836459374985
0.56,0.75,10.5,18.12,0.0,2022-06-04 02:24:00,9.984976078795984
0.47,0.58,10.52,18.13,0.0,2022-06-04 02:25:00,9.98413174521728
0.47,0.92,10.52,18.13,0.0,2022-06-04 02:26:00,9.983254422948175
0.44,0.25,10.55,18.11,0.0,2022-06-04 02:27:00,9.982445433031357
0.44,0.25,10.55,18.11,0.0,2022-06-04 02:28:00,9.981636831310842
0.61,0.42,10.55,18.14,0.0,2022-06-04 02:29:00,9.980808932390651
0.61,0.25,10.55,18.14,0.0,2022-06-04 02:30:00,9.979998142860156
0.69,0.08,10.54,18.13,0.0,2022-06-04 02:31:00,9.979205304872497
0.69,0.08,10.54,18.13,0.0,2022-06-04 02:32:00,9.978412817403104
0.53,0.08,10.5,18.13,0.0,2022-06-04 02:33:00,9.97762068029701
0.53,0.08,10.5,18.13,0.0,2022-06-04 02:34:00,9.976828893399318
0.43,0.25,10.48,18.12,0.0,2022-06-04 02:35:00,9.976021996384707
0.43,0.25,10.48,18.12,0.0,2022-06-04 02:36:00,9.9752154866606
0.51,0.0,10.49,18.12,0.0,2022-06-04 02:37:00,9.974433350879503
0.51,0.25,10.49,18.12,0.0,2022-06-04 02:38:00,9.973627603665737
0.52,0.25,10.48,18.13,0.0,2022-06-04 02:39:00,9.972821253037258
0.52,0.25,10.48,18.13,0.0,2022-06-04 02:40:00,9.972015289535463
0.36,0.0,10.49,18.11,0.0,2022-06-04 02:41:00,9.971235385654078
0.36,0.58,10.49,18.11,0.0,2022-06-04 02:42:00,9.97040094596497
0.54,0.0,10.46,18.12,0.0,2022-06-04 02:43:00,9.969620852125022
0.54,0.0,10.46,18.12,0.0,2022-06-04 02:44:00,9.968841089138174
0.44,0.0,10.48,18.11,0.0,2022-06-04 02:45:00,9.9680625311551
0.44,0.0,10.48,18.11,0.0,2022-06-04 02:46:00,9.967284303289771
0.44,0.08,10.48,18.11,0.0,2022-06-04 02:47:00,9.966498908212404
0.44,0.0,10.48,18.11,0.0,2022-06-04 02:48:00,9.965721343341599
0.48,0.0,10.47,18.11,0.0,2022-06-04 02:49:00,9.964944108167446
0.48,0.0,10.47,18.11,0.0,2022-06-04 02:50:00,9.96416720255015
0.62,0.58,10.48,18.11,0.0,2022-06-04 02:51:00,9.96333667555005
0.62,0.75,10.48,18.11,0.0,2022-06-04 02:52:00,9.962490826670834
0.59,0.75,10.46,18.1,0.0,2022-06-04 02:53:00,9.961646696735297
0.59,0.92,10.46,18.1,0.0,2022-06-04 02:54:00,9.960787426765465
0.56,0.75,10.47,18.09,0.0,2022-06-04 02:55:00,9.95994552236551
0.56,0.75,10.47,18.09,0.0,2022-06-04 02:56:00,9.959104115728767
0.52,0.25,10.47,18.1,0.0,2022-06-04 02:57:00,9.95830770251986
0.52,0.75,10.47,18.1,0.0,2022-06-04 02:58:00,9.957466046422315
0.56,0.42,10.43,18.09,0.0,2022-06-04 02:59:00,9.956656004451414
0.56,0.92,10.43,18.09,0.0,2022-06-04 03:00:00,9.955801171068154
0.59,0.92,10.44,18.1,0.0,2022-06-04 03:01:00,9.954945579966477
0.59,0.92,10.44,18.1,0.0,2022-06-04 03:02:00,9.954090527329095
0.44,0.92,10.42,18.1,0.0,2022-06-04 03:03:00,9.953236012817127
0.44,0.42,10.42,18.1,0.0,2022-06-04 03:04:00,9.952427094769087
0.62,0.42,10.44,18.09,0.0,2022-06-04 03:05:00,9.951619660767033
0.62,0.0,10.44,18.09,0.0,2022-06-04 03:06:00,9.950850149379379
0.6,0.0,10.41,18.09,0.0,2022-06-04 03:07:00,9.950080964107649
0.6,0.0,10.41,18.09,0.0,2022-06-04 03:08:00,9.949312104813634
0.41,0.92,10.44,18.09,0.0,2022-06-04 03:09:00,9.948461892121097
0.41,0.92,10.44,18.09,0.0,2022-06-04 03:10:00,9.94761221437186
0.53,0.58,10.41,18.08,0.0,2022-06-04 03:11:00,9.946794265964943
0.53,0.42,10.41,18.08,0.0,2022-06-04 03:12:00,9.945990811685965
0.45,1.25,10.38,18.08,0.0,2022-06-04 03:13:00,9.945115080728971
0.45,1.08,10.38,18.08,0.0,2022-06-04 03:14:00,9.944254820711018
0.49,0.75,10.37,18.07,0.0,2022-06-04 03:15:00,9.943425121827651
0.49,0.75,10.37,18.07,0.0,2022-06-04 03:16:00,9.94259591324159
0.61,1.08,10.44,18.07,0.0,2022-06-04 03:17:00,9.94173869432259
0.61,0.92,10.44,18.07,0.0,2022-06-04 03:18:00,9.940895832827623
0.57,1.08,10.44,18.05,0.0,2022-06-04 03:19:00,9.940042475612339
0.57,0.92,10.44,18.05,0.0,2022-06-04 03:20:00,9.939203265660545
0.51,1.58,10.42,18.09,0.0,2022-06-04 03:21:00,9.938302306847216
0.51,1.25,10.42,18.09,0.0,2022-06-04 03:22:00,9.937430534521008
0.44,1.25,10.41,18.09,0.0,2022-06-04 03:23:00,9.936559374929276
0.44,1.58,10.41,18.09,0.0,2022-06-04 03:24:00,9.935660469186223
0.41,1.58,10.43,18.08,0.0,2022-06-04 03:25:00,9.934763856246263
0.41,1.25,10.43,18.08,0.0,2022-06-04 03:26:00,9.933896014267127
0.53,1.25,10.4,18.09,0.0,2022-06-04 03:27:00,9.933027338950646
0.53,1.25,10.4,18.09,0.0,2022-06-04 03:28:00,9.932159274191875
0.85,1.25,10.38,18.07,0.0,2022-06-04 03:29:00,9.931294705050181
0.85,1.58,10.38,18.07,0.0,2022-06-04 03:30:00,9.930403075101264
0.43,1.42,10.36,18.05,0.0,2022-06-04 03:31:00,9.929528560016237
0.43,1.75,10.36,18.05,0.0,2022-06-04 03:32:00,9.928627456277658
0.53,1.75,10.35,18.07,0.0,2022-06-04 03:33:00,9.927723744362002
0.53,1.25,10.35,18.07,0.0,2022-06-04 03:34:00,9.926862291193599
0.36,0.58,10.38,18.06,0.0,2022-06-04 03:35:00,9.926058090038463
0.36,1.25,10.38,18.06,0.0,2022-06-04 03:36:00,9.925199248352792
0.4,0.75,10.36,18.05,0.0,2022-06-04 03:37:00,9.924383234519292
0.4,1.08,10.36,18.05,0.0,2022-06-04 03:38:00,9.923540845489908
0.38,1.08,10.39,18.05,0.0,2022-06-04 03:39:00,9.922699016001749
0.38,1.08,10.39,18.05,0.0,2022-06-04 03:40:00,9.92185774568315
0.53,0.42,10.4,18.04,0.0,2022-06-04 03:41:00,9.921071437260034
0.53,1.08,10.4,18.04,0.0,2022-06-04 03:42:00,9.92023261033714
0.58,1.42,10.39,18.05,0.0,2022-06-04 03:43:00,9.919365622003301
0.58,1.75,10.39,18.05,0.0,2022-06-04 03:44:00,9.91847278741846
0.57,1.92,10.37,18.06,0.0,2022-06-04 03:45:00,9.917565321667196
0.57,1.75,10.37,18.06,0.0,2022-06-04 03:46:00,9.916672283633682
0.46,1.58,10.36,18.05,0.0,2022-06-04 03:47:00,9.91579518365742
